Customer_ID,Customer_Segment,Monthly_Cloud_Spend,Service_Usage_EC2,Service_Usage_S3,Service_Usage_RDS,Contract_Term_Length,Discount_Rate,Customer_Satisfaction_Score,Renewal_Likelihood
CUST_345,Enterprise,8284.47,373.9,283.2,94.2,24,16.8,3,0.76
CUST_346,SMB,21316.58,218.5,76.0,67.2,12,22.9,4,0.56
CUST_347,SMB,5182.13,179.5,40.8,68.2,36,11.8,4,0.93
CUST_348,Enterprise,49846.84,191.8,63.3,36.8,12,10.1,4,0.65
CUST_349,Enterprise,25607.56,493.9,266.6,59.8,24,12.8,2,0.58
CUST_350,SMB,30173.87,29.7,195.5,2.0,12,11.0,5,0.84
CUST_351,SMB,4286.75,434.8,89.3,64.0,24,10.4,3,0.52
CUST_352,Startup,37748.06,293.6,245.7,91.4,12,15.6,5,0.81
CUST_353,SMB,11285.37,224.9,259.1,61.6,12,27.7,5,0.85
CUST_354,Enterprise,45004.66,365.4,254.7,87.5,48,17.7,4,0.61
CUST_355,Enterprise,11051.84,248.5,276.1,72.7,12,9.7,2,0.52
CUST_356,SMB,10343.7,438.0,79.4,12.9,24,6.9,1,0.68
CUST_357,Enterprise,2790.93,451.3,227.7,90.3,12,22.4,2,0.55
CUST_358,SMB,24131.28,216.6,140.9,7.6,12,14.6,5,0.56
CUST_359,Startup,28677.22,145.6,253.4,53.9,12,25.5,2,0.63
CUST_360,SMB,4219.72,300.3,219.9,15.1,12,21.5,4,0.65
CUST_361,Enterprise,39000.85,457.1,234.1,2.2,36,24.9,1,0.76
CUST_362,SMB,23211.15,113.2,198.6,42.8,12,11.8,4,0.84
CUST_363,Enterprise,26695.12,315.3,57.3,30.2,48,22.3,1,0.8
CUST_364,SMB,22597.37,319.5,165.8,49.1,24,11.6,5,0.57
CUST_365,Startup,20637.39,369.2,295.5,58.1,24,28.5,1,0.59
CUST_366,Enterprise,28422.38,74.5,281.5,5.3,24,20.9,1,0.94
CUST_367,Startup,8606.77,360.8,17.7,13.2,24,13.1,1,0.78
CUST_368,Startup,9914.48,455.4,53.6,56.3,36,11.7,2,0.93
CUST_369,Enterprise,43227.5,98.0,43.9,35.0,12,9.8,2,0.69
CUST_370,Enterprise,47359.66,126.4,219.2,73.2,12,22.4,5,0.81
CUST_371,Enterprise,19292.16,486.0,246.2,65.6,36,10.5,1,0.76
CUST_372,Enterprise,14266.49,98.7,68.0,84.7,48,19.9,3,0.66
CUST_373,Enterprise,32555.98,428.6,154.2,69.6,36,11.6,5,0.73
CUST_374,SMB,21027.97,251.2,253.0,43.6,24,21.5,1,0.75
CUST_375,Enterprise,2243.93,131.1,221.2,67.6,36,25.4,1,0.6
CUST_376,Enterprise,8651.48,436.7,165.0,28.3,24,24.5,2,0.66
CUST_377,Startup,36082.64,228.2,179.2,31.3,24,24.0,5,0.9
CUST_378,Enterprise,33287.27,262.3,155.0,79.1,12,9.7,1,0.96
CUST_379,Startup,2327.7,186.0,92.8,45.2,24,7.2,1,0.68
CUST_380,Enterprise,11876.64,300.5,171.7,80.0,12,22.5,5,0.65
CUST_381,Enterprise,12322.67,90.1,208.2,82.4,12,14.2,3,0.6
CUST_382,SMB,33922.74,201.6,262.6,85.9,36,15.8,5,0.84
CUST_383,SMB,1965.82,485.0,192.7,91.7,12,5.8,5,0.66
CUST_384,Startup,6101.32,136.5,229.5,43.7,12,11.5,3,0.99
CUST_385,SMB,40195.89,331.8,52.2,32.6,12,5.8,5,0.66
CUST_386,Startup,9748.69,169.3,141.2,58.6,48,27.0,1,0.7
CUST_387,Enterprise,32984.56,389.0,7.8,37.7,24,11.1,5,0.8
CUST_388,Enterprise,12670.96,74.1,77.8,60.5,24,18.9,3,0.9
CUST_389,SMB,5872.63,485.2,219.3,70.9,36,6.0,4,0.73
CUST_390,Startup,12915.44,232.4,297.6,69.2,36,21.7,5,0.71
CUST_391,Startup,36391.08,125.7,34.3,38.1,12,13.1,2,1.0
CUST_392,Enterprise,42929.13,46.0,123.4,17.5,24,27.4,1,0.51
CUST_393,Enterprise,41680.77,93.2,241.0,43.6,36,27.2,1,0.95
CUST_394,SMB,20461.99,264.7,65.2,15.1,24,13.1,2,0.57
CUST_395,Enterprise,33736.17,175.1,168.8,89.1,12,27.5,2,0.89
CUST_396,Startup,11044.23,416.2,221.3,35.2,36,29.9,5,0.81
CUST_397,Startup,15364.24,221.1,186.7,16.3,24,25.6,2,0.67
CUST_398,Enterprise,44920.46,131.9,60.5,3.5,12,26.1,4,0.94
CUST_399,SMB,1637.09,312.4,109.8,64.9,24,11.2,3,0.51
CUST_400,SMB,5189.92,356.3,236.2,64.1,12,19.4,2,0.61
CUST_401,Enterprise,11186.43,91.9,168.5,34.7,12,6.7,2,0.78
CUST_402,Startup,2300.08,92.1,6.5,8.1,36,7.4,4,0.68
CUST_403,SMB,9890.34,28.0,229.5,41.6,12,30.0,1,0.81
CUST_404,Startup,29569.04,370.8,15.4,31.8,24,13.2,1,0.51
CUST_405,Enterprise,21649.8,335.3,225.0,68.0,24,23.7,5,0.56
CUST_406,Startup,44740.91,242.6,64.7,61.0,12,25.2,4,0.56
CUST_407,Enterprise,41054.73,423.6,287.6,37.1,48,26.5,3,0.59
CUST_408,Enterprise,17749.05,404.8,113.5,22.6,12,29.9,3,0.73
CUST_409,Startup,13711.75,296.8,101.4,98.8,12,11.0,4,0.88
CUST_410,Enterprise,19604.93,435.5,48.9,45.9,12,6.0,3,0.95
CUST_411,Enterprise,29924.45,110.9,95.2,69.1,12,15.3,1,0.92
CUST_412,Startup,14135.12,64.8,263.6,14.9,12,8.3,3,0.6
CUST_413,Startup,31583.3,142.2,298.9,49.1,36,5.6,3,0.72
CUST_414,SMB,21061.17,38.0,113.7,3.7,48,14.0,4,0.6
CUST_415,SMB,28050.31,270.3,137.3,51.0,12,24.6,4,0.63
CUST_416,Enterprise,22370.2,468.9,218.0,96.4,24,19.2,3,0.75
CUST_417,Enterprise,15428.82,29.3,266.4,39.0,36,12.8,2,0.53
CUST_418,Enterprise,47474.21,69.8,179.9,4.9,36,21.4,4,0.61
CUST_419,SMB,38416.68,231.6,120.5,4.1,24,10.8,5,0.97
CUST_420,SMB,7865.55,467.6,126.7,39.4,12,5.4,5,0.73
CUST_421,SMB,43554.93,164.9,210.2,16.8,12,24.1,1,0.72
CUST_422,SMB,24884.13,258.5,5.9,3.3,36,20.6,3,0.51
CUST_423,Enterprise,44833.06,30.4,187.8,75.9,36,24.1,2,0.62
CUST_424,Enterprise,40192.91,82.7,109.9,46.4,12,6.0,1,0.93
CUST_425,Enterprise,21835.46,493.4,239.3,29.6,12,25.9,3,0.58
CUST_426,SMB,2101.0,482.9,32.4,90.1,48,20.5,4,0.71
CUST_427,Enterprise,14165.19,12.4,178.5,12.5,36,19.1,5,0.51
CUST_428,Startup,27540.08,476.4,146.9,95.6,48,20.6,2,0.74
CUST_429,Enterprise,32040.43,323.2,194.5,32.1,36,26.6,5,0.51
CUST_430,Enterprise,13636.5,435.3,24.1,89.0,12,19.7,4,0.91
CUST_431,Enterprise,7828.45,232.8,176.1,60.7,24,19.5,3,0.91
CUST_432,SMB,41911.58,262.6,170.6,82.8,24,29.8,4,0.89
CUST_433,SMB,49235.71,249.5,170.4,98.4,12,23.9,4,0.64
CUST_434,Enterprise,26758.82,336.8,183.0,29.6,24,16.1,5,0.92
CUST_435,Enterprise,9412.29,78.4,204.6,96.2,36,22.7,2,0.77
CUST_436,SMB,14343.06,24.7,242.5,39.6,12,14.7,4,0.69
CUST_437,Enterprise,1901.14,160.9,84.6,39.2,36,10.7,5,0.81
CUST_438,Startup,45800.64,355.3,248.4,34.7,24,19.9,2,0.51
CUST_439,SMB,6769.8,108.9,152.0,54.6,48,28.2,3,0.57
CUST_440,Enterprise,29249.31,340.0,27.7,16.3,12,28.2,3,0.87
CUST_441,Enterprise,14428.71,485.3,22.3,55.8,12,13.5,1,0.62
CUST_442,Startup,28154.72,56.0,103.6,54.6,24,18.2,5,0.8
CUST_443,Enterprise,32919.6,339.6,236.5,76.4,12,10.3,2,0.69
CUST_444,Enterprise,41657.35,227.4,213.8,83.5,36,29.9,4,0.93
CUST_445,Startup,11114.64,435.4,237.6,44.6,36,29.5,3,0.98
CUST_446,Startup,1538.8,96.8,157.6,30.9,12,21.2,2,0.94
CUST_447,Startup,7707.4,349.4,134.9,26.7,24,25.1,5,0.64
CUST_448,SMB,45100.91,420.7,48.5,20.3,24,22.9,1,0.6
CUST_449,Enterprise,43820.61,472.9,101.8,6.7,12,19.8,3,0.74
CUST_450,Enterprise,30273.24,344.8,133.0,34.9,48,6.3,2,0.5
CUST_451,SMB,30425.33,253.6,31.1,27.8,36,16.4,2,0.51
CUST_452,SMB,33586.8,312.7,70.1,96.7,24,21.9,2,0.78
CUST_453,Enterprise,9593.19,435.8,181.5,56.2,36,21.9,5,0.76
CUST_454,Startup,45806.19,289.6,222.0,35.4,24,14.3,5,1.0
CUST_455,Enterprise,21519.76,24.9,299.5,58.5,48,28.5,5,0.6
CUST_456,Enterprise,19773.79,466.2,280.3,14.8,24,9.2,4,0.63
CUST_457,Enterprise,26426.97,347.9,194.6,45.0,36,17.5,2,0.56
CUST_458,Enterprise,3301.33,341.5,129.3,63.0,36,22.3,3,0.96
CUST_459,Enterprise,9147.89,115.7,192.7,49.4,12,22.4,5,0.89
CUST_460,Enterprise,37163.65,332.9,236.8,40.8,36,21.2,5,0.91
CUST_461,Enterprise,5057.13,203.0,39.9,99.4,12,11.9,2,0.95
CUST_462,SMB,30554.45,329.1,125.9,88.2,12,8.9,5,0.76
CUST_463,SMB,13022.11,62.2,252.7,62.7,12,20.9,4,0.73
CUST_464,SMB,20075.49,332.3,118.2,57.4,48,20.0,4,0.67
CUST_465,Startup,15145.99,499.7,173.7,62.4,36,9.5,5,0.79
CUST_466,Enterprise,18427.96,33.6,178.4,20.9,36,22.6,2,0.73
CUST_467,Enterprise,36233.25,488.8,59.4,40.1,36,16.4,2,0.73
CUST_468,Startup,15558.96,209.4,111.9,4.9,24,21.7,2,0.97
CUST_469,Enterprise,28753.83,436.7,103.7,48.1,48,25.9,1,0.99
CUST_470,Startup,24326.47,393.4,12.7,54.8,24,9.2,5,0.9
CUST_471,Enterprise,33519.89,287.8,12.1,23.5,12,5.5,2,0.88
CUST_472,Startup,46904.66,371.8,250.4,96.4,12,24.5,4,0.84
CUST_473,Enterprise,36896.03,440.5,85.6,91.0,36,20.2,3,0.58
CUST_474,Startup,11532.08,208.0,157.8,72.5,36,22.5,3,0.53
CUST_475,SMB,2527.97,170.2,93.1,53.8,12,26.0,2,0.85
CUST_476,Startup,13850.94,337.1,282.5,87.1,12,25.1,3,0.86
CUST_477,Enterprise,30158.82,405.8,81.5,13.9,36,29.0,3,0.52
CUST_478,SMB,3519.86,383.5,131.7,79.3,12,18.4,1,0.96
CUST_479,Startup,25321.95,400.9,262.5,13.4,36,17.2,4,0.55
CUST_480,SMB,30245.3,223.4,253.4,79.6,48,15.0,4,0.64
CUST_481,SMB,17377.95,410.7,59.9,28.3,24,8.8,1,0.84
CUST_482,SMB,38774.7,68.9,241.8,87.8,12,19.3,1,0.58
CUST_483,Enterprise,6223.31,276.8,140.2,94.5,36,11.9,3,0.53
CUST_484,SMB,4681.75,12.8,147.5,15.7,36,28.0,5,0.67
CUST_485,SMB,36681.25,169.0,44.4,46.8,24,19.6,3,0.88
CUST_486,Startup,25279.07,189.6,28.8,98.1,48,19.8,1,0.71
CUST_487,Enterprise,34731.72,204.1,219.7,48.9,12,13.9,4,0.83
CUST_488,Enterprise,22306.54,350.8,151.5,86.5,24,6.3,3,0.79
CUST_489,Startup,13073.7,200.4,133.9,59.3,36,5.8,5,0.51
CUST_490,Startup,41136.01,229.9,220.2,38.2,36,15.6,3,0.99
CUST_491,Enterprise,40171.38,126.4,230.8,29.3,12,7.1,2,0.52
CUST_492,SMB,35040.13,192.9,51.9,21.1,36,20.2,3,0.98
CUST_493,Enterprise,14335.11,121.4,185.0,76.4,24,27.0,1,0.77
CUST_494,Enterprise,29921.3,45.9,44.9,39.3,12,27.1,4,0.98
CUST_495,Enterprise,18687.72,305.7,226.7,51.6,12,21.5,4,0.56
CUST_496,Enterprise,5487.52,337.4,198.8,49.7,36,10.3,1,0.75
CUST_497,SMB,45948.37,313.6,287.2,58.2,12,26.6,2,0.58
CUST_498,Enterprise,7704.11,237.1,25.3,86.7,12,27.2,1,0.53
CUST_499,Startup,47561.63,196.1,21.8,98.1,12,9.9,3,0.81
CUST_500,Startup,22854.28,433.0,88.2,41.4,36,23.4,1,0.6
